influencer_id,influencer_name,follower_id,follower_name,action,dynamic_influence
816890,Johnny Cash,196248,Don Williams,1,3.7749729431520485
531986,David Bowie,958839,Yazoo,1,3.7740171718002338
531986,David Bowie,596126,Mott the Hoople,1,3.7740171718002338
531986,David Bowie,226556,Dead or Alive,1,3.7740171718002338
128099,James Brown,149515,Joe Cocker,1,3.7700564752684516
128099,James Brown,182598,MC5,1,3.7700564752684516
128099,James Brown,467203,Michael Jackson,1,3.7700564752684516
496525,Moondog,1352264,Louis and Bebe Barron,1,3.7689130665712414
316834,Marvin Gaye,170770,Erykah Badu,1,3.7620375858347583
608701,Muddy Waters,758943,Big Brother & the Holding Company,1,3.756557355800271
608701,Muddy Waters,850692,Jethro Tull,1,3.756557355800271
608701,Muddy Waters,925181,Them,1,3.756557355800271
79016,Billie Holiday,589209,Monica Zetterlund,1,3.7489736796405153
79016,Billie Holiday,6334,Tony Bennett,1,3.7489736796405153
79016,Billie Holiday,170454,Carla Thomas,1,3.7489736796405153
894465,The Rolling Stones,852855,Roxy Music,1,3.744130235480993
894465,The Rolling Stones,204708,Dr. Feelgood,1,3.744130235480993
894465,The Rolling Stones,492275,The Runaways,1,3.744130235480993
894465,The Rolling Stones,520033,The Boomtown Rats,1,3.744130235480993
894465,The Rolling Stones,768321,INXS,1,3.744130235480993
894465,The Rolling Stones,747445,Patti Smith,1,3.744130235480993
354105,Jimi Hendrix,593930,Argent,1,3.7433474191383826
354105,Jimi Hendrix,295756,Santana,1,3.7433474191383826
354105,Jimi Hendrix,387815,Neu!,1,3.7433474191383826
354105,Jimi Hendrix,600228,Al Di Meola,1,3.7433474191383826
354105,Jimi Hendrix,749734,Slade,1,3.7433474191383826
354105,Jimi Hendrix,42234,Steven Halpern,1,3.7433474191383826
622805,Stevie Wonder,169818,Carl Thomas,1,3.742690093954085
622805,Stevie Wonder,402249,Raphael Saadiq,1,3.742690093954085
622805,Stevie Wonder,169526,Frankie Paul,1,3.742690093954085
622805,Stevie Wonder,82149,Kenny Lattimore,1,3.742690093954085
622805,Stevie Wonder,960874,Will Downing,1,3.742690093954085
622805,Stevie Wonder,823762,Horace Brown,1,3.742690093954085
622805,Stevie Wonder,987777,Donell Jones,1,3.742690093954085
622805,Stevie Wonder,305501,Roger,1,3.7426900939540846
410219,Merle Haggard,664378,Glen Campbell,1,3.7385177076286684
423829,Miles Davis,522377,Sting,1,3.7365453863901825
423829,Miles Davis,158849,Squarepusher,1,3.7365453863901825
549797,Hank Williams,120521,Chuck Berry,1,3.7338607699764808
549797,Hank Williams,816387,Leon Russell,1,3.7338607699764808
549797,Hank Williams,71209,Leonard Cohen,1,3.7338607699764808
549797,Hank Williams,46699,The Everly Brothers,1,3.7338607699764808
549797,Hank Williams,667794,Gordon Lightfoot,1,3.7338607699764808
549797,Hank Williams,934069,Brenda Lee,1,3.7338607699764808
423829,Miles Davis,757665,The Lounge Lizards,1,3.72659187314587
423829,Miles Davis,790814,Talk Talk,1,3.72659187314587
238115,Sam Cooke,106882,Lamont Dozier,1,3.7230750798449987
238115,Sam Cooke,617568,Brenton Wood,1,3.7230750798449987
238115,Sam Cooke,85410,Billy Joe Royal,1,3.7230750798449987
238115,Sam Cooke,31067,Solomon Burke,1,3.7230750798449987
238115,Sam Cooke,689965,Z.Z. Hill,1,3.7230750798449987
175553,John Coltrane,738855,Grant Green,1,3.711781557634863
549797,Hank Williams,688400,Willis Alan Ramsey,1,3.708234242682695
549797,Hank Williams,165818,Charley Pride,1,3.708234242682694
549797,Hank Williams,868456,Melba Montgomery,1,3.708234242682694
549797,Hank Williams,927736,Arlo Guthrie,1,3.708234242682694
316834,Marvin Gaye,866491,Maxwell,1,3.708019966597028
361393,Prince,808155,Jamie Principle,1,3.7065554424953877
781837,AntÃ´nio Carlos Jobim,497132,Milton Nascimento,1,3.706232648429463
781837,AntÃ´nio Carlos Jobim,954817,Marcos Valle,1,3.706232648429463
423829,Miles Davis,131650,Talking Heads,1,3.697722274125483
423829,Miles Davis,420539,The Residents,1,3.697722274125483
622805,Stevie Wonder,2515882,Nick Jonas,1,3.6952250524864905
622805,Stevie Wonder,15856,Aloe Blacc,1,3.6952250524864905
622805,Stevie Wonder,159340,Dwele,1,3.6952250524864905
608701,Muddy Waters,181329,David Johansen,1,3.6939301102429662
608701,Muddy Waters,58372,Faces,1,3.6939301102429662
608701,Muddy Waters,20050,Ten Years After,1,3.6939301102429662
608701,Muddy Waters,892823,Mick Jagger,1,3.6939301102429662
608701,Muddy Waters,193216,Free,1,3.6939301102429662
104714,Kraftwerk,746731,Spiritualized,1,3.693218626684401
816890,Johnny Cash,477954,Moe Bandy,1,3.69101783508533
816890,Johnny Cash,774588,Kris Kristofferson,1,3.69101783508533
816890,Johnny Cash,505532,Tim Hardin,1,3.69101783508533
785380,"Lee ""Scratch"" Perry",498691,The Slits,1,3.6906078013710952
785380,"Lee ""Scratch"" Perry",937098,Stiff Little Fingers,1,3.6906078013710952
894465,The Rolling Stones,249973,Devo,1,3.6884793975303376
894465,The Rolling Stones,574772,AC/DC,1,3.6884793975303376
894465,The Rolling Stones,787757,The Dictators,1,3.6884793975303376
894465,The Rolling Stones,138520,The Damned,1,3.6884793975303376
894465,The Rolling Stones,536275,Sweet,1,3.6884793975303376
128099,James Brown,92942,Chic,1,3.6853184819900187
128099,James Brown,611929,Tom Tom Club,1,3.6853184819900187
128099,James Brown,35076,Soul II Soul,1,3.6853184819900187
128099,James Brown,313284,Little Feat,1,3.685318481990018
423829,Miles Davis,961688,Wynton Marsalis,1,3.6792551864628025
41874,The Beach Boys,186805,Eric Carmen,1,3.67440288043039
41874,The Beach Boys,955936,Henry Gross,1,3.67440288043039
79016,Billie Holiday,195373,CesÃ¡ria Ã‰vora,1,3.6729262086287036
79016,Billie Holiday,806542,Etta James,1,3.6729262086287036
79016,Billie Holiday,29867,Shirley Bassey,1,3.6729262086287036
668448,James Cleveland,674937,Daryl Coley,1,3.670054959007997
894465,The Rolling Stones,778906,L.A. Guns,1,3.6623272385949273
894465,The Rolling Stones,47789,BoDeans,1,3.6623272385949273
894465,The Rolling Stones,312353,Screaming Trees,1,3.6623272385949273
750519,Terry Riley,842351,Pete Townshend,1,3.662099480725901
549797,Hank Williams,864209,Neil Diamond,1,3.65982831707756
549797,Hank Williams,200791,Waylon Jennings,1,3.65982831707756
549797,Hank Williams,117844,"Hank Williams, Jr.",1,3.65982831707756
608701,Muddy Waters,307461,Van Morrison,1,3.655383917005015
316834,Marvin Gaye,96379,Boyz II Men,1,3.6543275805964477
316834,Marvin Gaye,814387,John Legend,1,3.6543275805964477
410219,Merle Haggard,77175,Bob Weir,1,3.6514949183625904
410219,Merle Haggard,629609,David Allan Coe,1,3.6514949183625904
622805,Stevie Wonder,746915,Paul Carrack,1,3.650742220216455
354105,Jimi Hendrix,76057,King Crimson,1,3.6479783276368627
354105,Jimi Hendrix,830538,Robert Plant,1,3.6479783276368627
354105,Jimi Hendrix,7230,Brian May,1,3.6479783276368627
354105,Jimi Hendrix,246611,Judas Priest,1,3.6479783276368627
354105,Jimi Hendrix,1084430,Lukas Nelson,1,3.6479783276368627
139026,Led Zeppelin,377891,Nazareth,1,3.6381086082634173
139026,Led Zeppelin,491565,The Power Station,1,3.6381086082634173
139026,Led Zeppelin,768455,Bonham,1,3.6381086082634173
894465,The Rolling Stones,2986022,The 1975,1,3.6371916658672867
894465,The Rolling Stones,1002017,Delta Spirit,1,3.6371916658672867
894465,The Rolling Stones,990384,Thee Oh Sees,1,3.6371916658672867
894465,The Rolling Stones,185383,French Kicks,1,3.6371916658672867
894465,The Rolling Stones,359966,Rickie Lee Jones,1,3.6371916658672863
894465,The Rolling Stones,762177,The Feelies,1,3.6371916658672863
894465,The Rolling Stones,786613,Dead Kennedys,1,3.6371916658672863
894465,The Rolling Stones,866786,New York Dolls,1,3.6371916658672863
894465,The Rolling Stones,987621,Foreigner,1,3.6371916658672863
894465,The Rolling Stones,647834,George Thorogood,1,3.6371916658672863
894465,The Rolling Stones,215041,The Jon Spencer Blues Explosion,1,3.637191665867286
608701,Muddy Waters,22928,Steppenwolf,1,3.6369735875309823
608701,Muddy Waters,767068,Keith Richards,1,3.6369735875309823
608701,Muddy Waters,346336,Pink Floyd,1,3.6369735875309823
577531,Woody Guthrie,936946,Tommy Makem,1,3.635059589916663
577531,Woody Guthrie,93533,The Limeliters,1,3.635059589916663
577531,Woody Guthrie,391398,Ramblin' Jack Elliott,1,3.635059589916663
577531,Woody Guthrie,149166,Carolyn Hester,1,3.635059589916663
577531,Woody Guthrie,781094,The Clancy Brothers,1,3.635059589916663
104714,Kraftwerk,124492,Beck,1,3.6349015410758527
175553,John Coltrane,290775,Sam Rivers,1,3.6323574811992105
31263,AndraÃ© Crouch,338179,The Rance Allen Group,1,3.6323222971252735
423829,Miles Davis,934305,Brad Mehldau,1,3.6272316162483476
423829,Miles Davis,402351,Meshell Ndegeocello,1,3.6272316162483476
608701,Muddy Waters,413683,Otis Taylor,1,3.6190999582606422
608701,Muddy Waters,817369,Derek & the Dominos,1,3.6190999582606422
608701,Muddy Waters,230667,Zucchero,1,3.6190999582606422
816890,Johnny Cash,410219,Merle Haggard,1,3.616145991267892
816890,Johnny Cash,543867,Guy Clark,1,3.6161459912678917
549797,Hank Williams,463435,Michael Nesmith,1,3.6148371070690946
549797,Hank Williams,398259,New Riders of the Purple Sage,1,3.6148371070690946
549797,Hank Williams,278575,Hoyt Axton,1,3.6148371070690946
549797,Hank Williams,842269,Vern Gosdin,1,3.6148371070690946
549797,Hank Williams,234488,Del McCoury,1,3.6148371070690946
238115,Sam Cooke,821571,Smokey Robinson,1,3.6068914954027744
238115,Sam Cooke,71209,Leonard Cohen,1,3.6068914954027744
79016,Billie Holiday,801573,Doris Troy,1,3.6045294142968483
79016,Billie Holiday,837328,Rokia TraorÃ©,1,3.6045294142968483
79016,Billie Holiday,216846,Jane Birkin,1,3.6045294142968483
79016,Billie Holiday,175553,John Coltrane,1,3.604529414296848
785283,JoÃ£o Gilberto,195373,CesÃ¡ria Ã‰vora,1,3.6004714657719954
549797,Hank Williams,664378,Glen Campbell,1,3.5934967036437473
894465,The Rolling Stones,224186,John Mellencamp,1,3.5897131039244954
894465,The Rolling Stones,807026,Lyres,1,3.5897131039244954
894465,The Rolling Stones,39258,Paul Westerberg,1,3.5897131039244954
894465,The Rolling Stones,51992,Big Star,1,3.5897131039244954
750519,Terry Riley,174132,Tuxedomoon,1,3.5896798007762354
750519,Terry Riley,104714,Kraftwerk,1,3.5896798007762354
608701,Muddy Waters,489303,The Yardbirds,1,3.584859154629174
608701,Muddy Waters,745964,The Allman Brothers Band,1,3.584859154629174
423829,Miles Davis,949820,DJ Shadow,1,3.5796854891999765
944310,George Jones,274822,Lonnie Mack,1,3.577115592056479
316834,Marvin Gaye,286572,Joss Stone,1,3.576978151046811
128099,James Brown,944349,Cameo,1,3.576501802579324
128099,James Brown,191947,War,1,3.576501802579324
128099,James Brown,747445,Patti Smith,1,3.576501802579324
410219,Merle Haggard,744796,Townes Van Zandt,1,3.573360845277421
410219,Merle Haggard,317417,Quicksilver Messenger Service,1,3.573360845277421
316834,Marvin Gaye,134600,D'Angelo,1,3.5730092550793326
79016,Billie Holiday,477875,The Supremes,1,3.5728070894223385
622805,Stevie Wonder,244048,Sammie,1,3.5695499938779847
622805,Stevie Wonder,117356,Ledisi,1,3.5695499938779847
622805,Stevie Wonder,697350,Ziggy Marley,1,3.5695499938779847
608701,Muddy Waters,111963,Chris Whitley,1,3.56844447816138
354105,Jimi Hendrix,135273,"Earth, Wind & Fire",1,3.5630630553070373
354105,Jimi Hendrix,284546,Phil Lynott,1,3.5630630553070373
354105,Jimi Hendrix,192382,Deep Purple,1,3.5630630553070373
354105,Jimi Hendrix,193216,Free,1,3.5630630553070373
354105,Jimi Hendrix,659517,Grand Funk Railroad,1,3.5630630553070373
354105,Jimi Hendrix,119655,Chris Thomas,1,3.5630630553070373
175553,John Coltrane,234374,Hubert Laws,1,3.56052596279407
175553,John Coltrane,90018,The Last Poets,1,3.56052596279407
175553,John Coltrane,139804,Joe Henderson,1,3.5605259627940695
175553,John Coltrane,149946,Donald Byrd,1,3.5605259627940695
423829,Miles Davis,47033,The Blue Nile,1,3.5573891528959263
531986,David Bowie,773392,China Crisis,1,3.553572050663905
531986,David Bowie,496487,Adam Ant,1,3.553572050663905
531986,David Bowie,843607,Peter Hammill,1,3.553572050663905
577531,Woody Guthrie,669015,Malvina Reynolds,1,3.5504450315804923
816890,Johnny Cash,939567,Buffalo Springfield,1,3.5488065513799727
816890,Johnny Cash,629609,David Allan Coe,1,3.5488065513799727
816890,Johnny Cash,77175,Bob Weir,1,3.5488065513799727
816890,Johnny Cash,297894,Poco,1,3.5488065513799727
894465,The Rolling Stones,105354,Cheap Trick,1,3.545583838249604
894465,The Rolling Stones,44764,Blondie,1,3.545583838249604
894465,The Rolling Stones,361541,Kasabian,1,3.545583838249604
894465,The Rolling Stones,152002,Joe Ely,1,3.545583838249604
128099,James Brown,2996996,John Newman,1,3.544189360108256
128099,James Brown,833782,Liquid Liquid,1,3.544189360108256
128099,James Brown,628684,The Brand New Heavies,1,3.544189360108256
608701,Muddy Waters,240865,Jeff Beck,1,3.536919279446755
423829,Miles Davis,105329,Chris Botti,1,3.5359854870677805
785380,"Lee ""Scratch"" Perry",197921,The English Beat,1,3.5353304003091908
785380,"Lee ""Scratch"" Perry",16944,Alpha Blondy,1,3.5353304003091903
549797,Hank Williams,849246,Jim Ford,1,3.5335879150501235
549797,Hank Williams,944310,George Jones,1,3.5335879150501235
549797,Hank Williams,151431,Roger Miller,1,3.5335879150501235
549797,Hank Williams,194036,Gene Clark,1,3.5335879150501235
549797,Hank Williams,170815,Fred Neil,1,3.5335879150501235
894465,The Rolling Stones,958768,World Party,1,3.5246522755690424
894465,The Rolling Stones,977209,Dirty Pretty Things,1,3.5246522755690424
894465,The Rolling Stones,93566,Inspiral Carpets,1,3.5246522755690424
816890,Johnny Cash,378041,Marty Stuart,1,3.517574625821773
316834,Marvin Gaye,746731,Spiritualized,1,3.5170084664266064
316834,Marvin Gaye,845662,Jill Scott,1,3.5170084664266064
79016,Billie Holiday,479772,The Motels,1,3.5136776449934795
79016,Billie Holiday,160742,Stacey Kent,1,3.5136776449934795
128099,James Brown,607448,Al Green,1,3.513559627839086
238115,Sam Cooke,164093,Tammi Terrell,1,3.5056055507955106
238115,Sam Cooke,29884,Paul McCartney,1,3.5056055507955106
238115,Sam Cooke,282709,Sam & Dave,1,3.5056055507955106
238115,Sam Cooke,805493,Luther Ingram,1,3.5056055507955106
238115,Sam Cooke,845625,Ronnie Lane,1,3.5056055507955106
238115,Sam Cooke,280445,Howard Tate,1,3.5056055507955106
238115,Sam Cooke,138335,Dobie Gray,1,3.5056055507955106
238115,Sam Cooke,471156,Mickey Gilley,1,3.5056055507955106
238115,Sam Cooke,144458,Curtis Mayfield,1,3.5056055507955106
894465,The Rolling Stones,604852,Aerosmith,1,3.504418465306245
894465,The Rolling Stones,219203,U2,1,3.504418465306245
894465,The Rolling Stones,690254,ZZ Top,1,3.504418465306245
410219,Merle Haggard,185615,Gary Stewart,1,3.5026960121341224
622805,Stevie Wonder,2660270,King,1,3.4971421103127214
622805,Stevie Wonder,2619843,Kevin Garrett,1,3.4971421103127214
549797,Hank Williams,566918,The The,1,3.4967148940313653
549797,Hank Williams,543867,Guy Clark,1,3.4967148940313653
423829,Miles Davis,503602,The Sea and Cake,1,3.495619587745597
608701,Muddy Waters,337631,Rory Gallagher,1,3.4926093199236603
781837,AntÃ´nio Carlos Jobim,57209,The Free Design,1,3.4897469071224823
781837,AntÃ´nio Carlos Jobim,250435,Wayne Shorter,1,3.4897469071224823
423829,Miles Davis,197460,Cassandra Wilson,1,3.489185434011471
816890,Johnny Cash,744796,Townes Van Zandt,1,3.4877960410889086
184502,Ella Fitzgerald,954646,Helen O'Connell,1,3.4870325418724177
354105,Jimi Hendrix,188261,Eric Johnson,1,3.4868212323291576
354105,Jimi Hendrix,423829,Miles Davis,1,3.4868212323291576
354105,Jimi Hendrix,745316,Stanley Clarke,1,3.4868212323291576
79016,Billie Holiday,40225,Gladys Knight,1,3.486055806700534
79016,Billie Holiday,368367,Nancy Wilson,1,3.486055806700534
79016,Billie Holiday,500889,Minnie Riperton,1,3.486055806700534
79016,Billie Holiday,573410,Maria BethÃ¢nia,1,3.486055806700534
128099,James Brown,133719,Fatboy Slim,1,3.484467029138959
128099,James Brown,2802154,Alabama Shakes,1,3.4844670291389583
549797,Hank Williams,180228,Elvis Presley,1,3.4791037005869794
139026,Led Zeppelin,98944,Kix,1,3.4716378879620935
785380,"Lee ""Scratch"" Perry",121746,Cornershop,1,3.469495898729214
785380,"Lee ""Scratch"" Perry",604702,Afro Celt Sound System,1,3.469495898729214
785380,"Lee ""Scratch"" Perry",170758,Finley Quaye,1,3.469495898729214
894465,The Rolling Stones,815090,W.A.S.P.,1,3.465891223185443
894465,The Rolling Stones,831236,Mark Knopfler,1,3.465891223185443
894465,The Rolling Stones,80720,The House of Love,1,3.465891223185443
894465,The Rolling Stones,222351,Dead Moon,1,3.465891223185443
894465,The Rolling Stones,832507,Rocket from the Crypt,1,3.465891223185443
894465,The Rolling Stones,340152,Ratt,1,3.465891223185443
894465,The Rolling Stones,651187,The Georgia Satellites,1,3.465891223185443
894465,The Rolling Stones,418740,Sex Pistols,1,3.4658912231854426
894465,The Rolling Stones,84209,Kiss,1,3.4658912231854426
750519,Terry Riley,475362,Arthur Russell,1,3.4634300293280087
750519,Terry Riley,683750,Yellow Magic Orchestra,1,3.4634300293280087
531986,David Bowie,1836313,X Japan,1,3.4630378575712917
531986,David Bowie,856451,Naked Eyes,1,3.4630378575712917
549797,Hank Williams,194703,The Flying Burrito Brothers,1,3.46200591083383
549797,Hank Williams,569914,Moby Grape,1,3.46200591083383
549797,Hank Williams,799053,Donovan,1,3.46200591083383
414251,Otis Redding,100116,Charlie Wilson,1,3.460507568058072
414251,Otis Redding,249303,Wet Willie,1,3.460507568058072
414251,Otis Redding,106882,Lamont Dozier,1,3.460507568058072
414251,Otis Redding,689965,Z.Z. Hill,1,3.460507568058072
816890,Johnny Cash,94764,"Bonnie ""Prince"" Billy",1,3.459359270736502
128099,James Brown,293896,Rod Stewart,1,3.4567831579929087
608701,Muddy Waters,38490,The Band,1,3.451479838660767
608701,Muddy Waters,297702,Sammy Hagar,1,3.451479838660767
180228,Elvis Presley,332852,Ronnie Hawkins,1,3.4458458395383262
180228,Elvis Presley,185669,Mac Davis,1,3.4458458395383262
180228,Elvis Presley,516202,Brian Hyland,1,3.4458458395383262
180228,Elvis Presley,153526,Cliff Richard,1,3.4458458395383262
180228,Elvis Presley,80537,Billy Fury,1,3.4458458395383262
608701,Muddy Waters,251595,Whitesnake,1,3.4384101909986224
608701,Muddy Waters,615119,Tom Waits,1,3.4384101909986224
608701,Muddy Waters,96744,Chris Rea,1,3.4384101909986224
175553,John Coltrane,759694,Bob Berg,1,3.4353015377796092
175553,John Coltrane,790496,Bennie Maupin,1,3.4353015377796092
175553,John Coltrane,169948,Eddie Henderson,1,3.4353015377796092
175553,John Coltrane,121584,Laraaji,1,3.4353015377796092
175553,John Coltrane,548338,Cannonball Adderley,1,3.435301537779609
816890,Johnny Cash,185615,Gary Stewart,1,3.4321644418341872
816890,Johnny Cash,794846,Eddie Rabbitt,1,3.4321644418341872
622805,Stevie Wonder,328824,Rahsaan Patterson,1,3.4320187465200043
622805,Stevie Wonder,92942,Chic,1,3.432018746520004
128099,James Brown,61044,Bobby Brown,1,3.430394254188145
128099,James Brown,763237,Big Audio Dynamite,1,3.430394254188145
894465,The Rolling Stones,671953,Heart,1,3.429724617742592
894465,The Rolling Stones,530745,Bruce Springsteen,1,3.429724617742592
894465,The Rolling Stones,679219,Dave Alvin,1,3.429724617742592
894465,The Rolling Stones,165663,Twisted Sister,1,3.429724617742592
894465,The Rolling Stones,528243,Mystery Jets,1,3.4297246177425915
37658,Steve Reich,147638,Edgar Froese,1,3.4295027779409235
549797,Hank Williams,175286,Dolly Parton,1,3.429251395641933
549797,Hank Williams,3381566,Sarah Ross,1,3.429251395641933
423829,Miles Davis,257141,Widespread Panic,1,3.4289296363968926
354105,Jimi Hendrix,588508,Ace Frehley,1,3.417867759323853
354105,Jimi Hendrix,320845,Peter Frampton,1,3.417867759323853
354105,Jimi Hendrix,3224219,Moti,1,3.417867759323853
354105,Jimi Hendrix,61938,Blue Ã–yster Cult,1,3.417867759323853
354105,Jimi Hendrix,170369,Lynyrd Skynyrd,1,3.417867759323853
354105,Jimi Hendrix,187581,Funkadelic,1,3.417867759323853
354105,Jimi Hendrix,749970,Ted Nugent,1,3.417867759323853
354105,Jimi Hendrix,146544,Eddie Van Halen,1,3.4178677593238525
354105,Jimi Hendrix,492466,Montrose,1,3.4178677593238525
354105,Jimi Hendrix,485791,Wipers,1,3.4178677593238525
354105,Jimi Hendrix,1043986,Death,1,3.4178677593238525
354105,Jimi Hendrix,520215,Cactus,1,3.4178677593238525
354105,Jimi Hendrix,308932,Pentagram,1,3.4178677593238525
128099,James Brown,136124,The Crystal Method,1,3.417653349003714
824022,Little Richard,135024,Larry Williams,1,3.417167310521756
549797,Hank Williams,52382,The Marshall Tucker Band,1,3.4135492300175168
608701,Muddy Waters,946137,Canned Heat,1,3.4131561805207746
894465,The Rolling Stones,29808,Tesla,1,3.4124508206117077
894465,The Rolling Stones,167287,Frank Black,1,3.4124508206117077
79016,Billie Holiday,864257,Rahsaan Roland Kirk,1,3.409891305370483
79016,Billie Holiday,411761,Nina Simone,1,3.409891305370483
577531,Woody Guthrie,74134,Ian & Sylvia,1,3.4057639217515407
128099,James Brown,354105,Jimi Hendrix,1,3.4051991181729004
128099,James Brown,842802,Peter Gabriel,1,3.4051991181728996
128099,James Brown,796045,Fishbone,1,3.4051991181728996
128099,James Brown,131650,Talking Heads,1,3.4051991181728996
622805,Stevie Wonder,790667,Tony! Toni! TonÃ©!,1,3.4018146335446207
549797,Hank Williams,477954,Moe Bandy,1,3.398269309078857
549797,Hank Williams,136640,Tammy Wynette,1,3.398269309078857
549797,Hank Williams,505532,Tim Hardin,1,3.398269309078857
549797,Hank Williams,334740,Ronnie Milsap,1,3.398269309078857
549797,Hank Williams,774588,Kris Kristofferson,1,3.398269309078857
894465,The Rolling Stones,601430,Morphine,1,3.395680591352966
894465,The Rolling Stones,888262,Ocean Colour Scene,1,3.395680591352966
894465,The Rolling Stones,780625,Cracker,1,3.395680591352966
423829,Miles Davis,944293,Calexico,1,3.3906655093001565
79016,Billie Holiday,248798,Judee Sill,1,3.386488270820143
79016,Billie Holiday,30925,Shirley Horn,1,3.3864882708201423
549797,Hank Williams,69986,Kenny Rogers,1,3.3833924436482623
549797,Hank Williams,583959,Willie Nelson,1,3.3833924436482623
531986,David Bowie,753617,The Adverts,1,3.382427509495388
531986,David Bowie,229157,Magazine,1,3.382427509495388
531986,David Bowie,191070,Wang Chung,1,3.382427509495388
531986,David Bowie,560554,Glass Candy,1,3.382427509495388
531986,David Bowie,35719,Steve Harley,1,3.382427509495388
531986,David Bowie,790078,Fad Gadget,1,3.382427509495388
531986,David Bowie,933809,Tom Verlaine,1,3.382427509495388
531986,David Bowie,574033,Modern English,1,3.382427509495388
531986,David Bowie,841160,Jeffrey Gaines,1,3.382427509495388
531986,David Bowie,918290,The Tubes,1,3.382427509495388
531986,David Bowie,575695,Dave Stewart,1,3.382427509495388
785380,"Lee ""Scratch"" Perry",643682,Burial,1,3.382047634403753
816890,Johnny Cash,224294,John Fogerty,1,3.381150503974203
128099,James Brown,17877,Terence Trent D'Arby,1,3.3811073778811496
175553,John Coltrane,1784311,Mulatu Astatke,1,3.380248921341971
175553,John Coltrane,212614,Deodato,1,3.380248921341971
175553,John Coltrane,6143,Alice Coltrane,1,3.380248921341971
175553,John Coltrane,81231,Bobby Hutcherson,1,3.380248921341971
175553,John Coltrane,138833,Fela Kuti,1,3.380248921341971
175553,John Coltrane,809357,Jan Hammer,1,3.380248921341971
175553,John Coltrane,36987,Sonny Sharrock,1,3.380248921341971
410219,Merle Haggard,1599476,Easton Corbin,1,3.379505478290708
410219,Merle Haggard,350840,Jimmy Buffett,1,3.379505478290708
668448,James Cleveland,238115,Sam Cooke,1,3.379321356940535
211758,Charlie Parker,44290,Sonny Stitt,1,3.3766992021885227
211758,Charlie Parker,208404,Dexter Gordon,1,3.3766992021885227
211758,Charlie Parker,69348,Paul Desmond,1,3.3766992021885227
622805,Stevie Wonder,208774,Janet Jackson,1,3.373016033348089
622805,Stevie Wonder,922728,ABBA,1,3.373016033348089
622805,Stevie Wonder,413524,The Police,1,3.373016033348089
128099,James Brown,604852,Aerosmith,1,3.369449638904231
927555,Aretha Franklin,179714,Eileen Farrell,1,3.368116647781516
490416,Thelonious Monk,640675,Bud Powell,1,3.3650326157663493
894465,The Rolling Stones,612716,Tom Petty,1,3.3635535891522355
894465,The Rolling Stones,21009,Slash,1,3.3635535891522355
128099,James Brown,83095,Kirk Franklin,1,3.3580380393966194
128099,James Brown,426564,Ozomatli,1,3.3580380393966194
816890,Johnny Cash,132449,Crystal Gayle,1,3.357177376884573
785380,"Lee ""Scratch"" Perry",611929,Tom Tom Club,1,3.3554605702803126
785380,"Lee ""Scratch"" Perry",75264,Bad Brains,1,3.3554605702803126
354105,Jimi Hendrix,808214,Joe Walsh,1,3.355107208426575
354105,Jimi Hendrix,113480,Jaco Pastorius,1,3.355107208426575
354105,Jimi Hendrix,131581,"Crosby, Stills & Nash",1,3.355107208426575
622805,Stevie Wonder,3144637,Hozier,1,3.3455150897133925
622805,Stevie Wonder,2165952,Justin Bieber,1,3.3455150897133925
622805,Stevie Wonder,2435745,James Blake,1,3.3455150897133925
608701,Muddy Waters,819983,Johnny Winter,1,3.3437134391696905
608701,Muddy Waters,751019,The Animals,1,3.3437134391696905
608701,Muddy Waters,204708,Dr. Feelgood,1,3.3437134391696905
549797,Hank Williams,328288,Jerry Garcia,1,3.3410058437900236
549797,Hank Williams,410219,Merle Haggard,1,3.3410058437900236
549797,Hank Williams,922200,Violent Femmes,1,3.341005843790023
81083,Bill Monroe,246022,Merle Travis,1,3.340467415274138
81083,Bill Monroe,45057,The Louvin Brothers,1,3.340467415274138
81083,Bill Monroe,577720,The Stanley Brothers,1,3.340467415274138
266160,Pete Seeger,231645,Jean Ritchie,1,3.3389691386159255
467203,Michael Jackson,1482685,Madonna,1,3.3386736497980243
238115,Sam Cooke,296487,Roger Daltrey,1,3.3367711371534363
238115,Sam Cooke,107877,James Carr,1,3.3367711371534363
238115,Sam Cooke,578141,The Spinners,1,3.3367711371534363
238115,Sam Cooke,243812,Leon Ware,1,3.3367711371534363
238115,Sam Cooke,128099,James Brown,1,3.3367711371534363
238115,Sam Cooke,23982,Ted Hawkins,1,3.3367711371534363
785283,JoÃ£o Gilberto,497132,Milton Nascimento,1,3.336299142482601
785283,JoÃ£o Gilberto,139475,JoÃ£o Bosco,1,3.336299142482601
785283,JoÃ£o Gilberto,954817,Marcos Valle,1,3.336299142482601
128099,James Brown,1032082,Bruno Mars,1,3.3359182681017083
816890,Johnny Cash,310905,Lucero,1,3.3341361327196615
816890,Johnny Cash,198532,Doug Sahm,1,3.334136132719661
816890,Johnny Cash,350840,Jimmy Buffett,1,3.334136132719661
139026,Led Zeppelin,299471,Scorpions,1,3.333649196349623
894465,The Rolling Stones,354733,Los Lobos,1,3.333165059285019
894465,The Rolling Stones,492331,Pretenders,1,3.333165059285019
894465,The Rolling Stones,422405,The Replacements,1,3.333165059285019
423829,Miles Davis,103600,Christian McBride,1,3.3313018155170075
423829,Miles Davis,180023,Tortoise,1,3.3313018155170075
